"DHIScode","MFL Code","name","is_surge","WardDHISCode","wardname","SubCountyDHISCode","subcounty","CountyDHISCode","County","Partner"
"Qkp5sifwjyg","19314","Getrudes Children Hospital Pangani","","DR0BSs3eYeC","Pangani Ward","nKHlZyN0lt9","Starehe","jkG3zaihdSs","Nairobi","No Partner"
"N2RLMr8xgpN","23917","Getrudes Children Hospital Ruaka","","NQ4XWNy3RM0","Ndenderu Ward","oMaQgNIs85x","Kiambaa","qKzosKQPl6G","Kiambu","No Partner"
"K6QdOgc9mSJ","22112","Getrudes Outreach Mathare","","lvETWuhiIMi","Mlango kubwa Ward","gh2kzpOFCeF","Mathare","jkG3zaihdSs","Nairobi","No Partner"
"M2i3nLQV5lC","18969","Geva Medical Clinic","","ml7KNIMIuvz","Kolwa central Ward","PRpKwAloU5b","Kisumu East","tAbBVBbueqD","Kisumu","No Partner"
"H1P1SJP2Sqk","22331","Gianchere Dispensary","","fsE425Pq6Bo","Keumbu Ward","fFh3beH29fD","Nyaribari Chache","sPkRcDvhGWA","Kisii","No Partner"
"eRAOFBm0YHQ","17421","Giatutu Dispensary","","WnEb4RUZg21","Mugumo-ini Ward","Z7ALMtFNfeZ","Gatanga","ahwTMNAJvrL","Muranga","No Partner"
"TJ7kmj9PYLF","21645","Gibea Medical Clinic","","xK7G5Lg2CEW","Gilgil Ward","hBU8B1KI12P","Gilgil","ob6SxuRcqU4","Nakuru","No Partner"
"OFjYKdKKIAW","20259","Gibea Medical Clinic","","BA2zKL0pmeI","Biashara Ward","FBJ9Y11esHS","Nakuru East","ob6SxuRcqU4","Nakuru","No Partner"
"Z0EigPWANJi","17365","Gichagini Dispensary","1","WE5SA6SLnRY","Ruchu Ward","gwYTo0wITYX","Kandara","ahwTMNAJvrL","Muranga","Afya Kamilisha"
"BEc7rrWP41t","20881","Gicharani Catholic Dispensary","","rdJwRuqqUHC","Karai Ward","jOVcLeZQSsS","Kikuyu","qKzosKQPl6G","Kiambu","No Partner"
"e8uY6XA82Dq","22611","Gidagadi Dispensary","","d7jBlFuDPt7","Gisambai Ward","BXaq5PxSfz2","Hamisi","sANMZ3lpqGs","Vihiga","No Partner"
"ZttkWpfwQA7","23756","Gidema  digital healthcare clinic","","SvN2Xzl3FK7","Sikhendu Ward","pzZHpL2ueIn","Kiminini","mThvosEflAU","Trans Nzoia","No Partner"
"zs5foPEMMc6","","GIFT MEDICAL CLINIC","","pPN9DI12g5m","West Kamagak Ward","NhsAMiaS0TD","Kasipul","nK0A12Q7MvS","Homa Bay","No Partner"
"G41ZXYfQ4U6","22756","Gift Medical Clinic","","XhBDUNeFqF6","Ziwa la ng'ombe Ward","sr8WEz03EnP","Nyali","wsBsC6gjHvn","Mombasa","No Partner"
"XCVmHiagx5e","20496","Giika Dispensary","","mSPC54QXXiP","Akachiu Ward","wtuGWT7KjVm","Igembe South","Y52XNJ50hYb","Meru","No Partner"
"HJmMR6P3mMG","17645","Giithu Dispensary","","ELYCgxhiudW","Thangatha Ward","U3lGZ71W9Te","Tigania East","Y52XNJ50hYb","Meru","No Partner"
"jC3YGAZ9GXB","20860","Gikambura Health Centre","","rdJwRuqqUHC","Karai Ward","jOVcLeZQSsS","Kikuyu","qKzosKQPl6G","Kiambu","No Partner"
"FjlZjdH7xkn","23009","Gikomora Dispensary","","pjBltTaHYUz","Ichagaki Ward","l46g2PZUjoh","Muranga South","ahwTMNAJvrL","Muranga","No Partner"
"TlGQ7vfe1G4","23619","Gikumene Menga Medical Clinic ","","Q1YmD34Z3It","Ntima west Ward","BDxUGx86itV","Imenti North","Y52XNJ50hYb","Meru","No Partner"
"Otz2EPQEIOq","","Gilead Westlands","","Smgomyf1mXV","Woodley/kenyatta golf course Ward","LO5he3DtiFG","Kibra","jkG3zaihdSs","Nairobi","No Partner"
"oBXRZWKhR3q","","Gilgil Beyond Zero Mobile Clinic","","xK7G5Lg2CEW","Gilgil Ward","hBU8B1KI12P","Gilgil","ob6SxuRcqU4","Nakuru","No Partner"
"KGJlOICvFl8","20683","Gilgil Centre of Hope (Hope World Wide Kenya)","","xK7G5Lg2CEW","Gilgil Ward","hBU8B1KI12P","Gilgil","ob6SxuRcqU4","Nakuru","No Partner"
"tABOPfkwdMz","17960","Gil Med Clinic","","ST78NM0nd2J","Igoji west Ward","AFIlzKNxXST","Imenti South","Y52XNJ50hYb","Meru","No Partner"
"XWvfQ69Rn10","22590","GINGO COMMUNITY","","zwpctzVflwm","Kaksingiri west Ward","HoRW5aISmiD","Suba","nK0A12Q7MvS","Homa Bay","No Partner"
"dJb4wCemtCW","17843","Gitaraka Dispensary","","cWJOQn1YUfg","Mwea Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"q1NIpuosEJn","21681","Gitauga Dispensary","","Ay0bToL5BTE","Abothuguchi central Ward","OnNcTsJgfvL","Imenti Central","Y52XNJ50hYb","Meru","No Partner"
"JgviApR7wWT","22195","Gitero Dispensary","","iQw990SbVXY","Kamakwa/mukaro Ward","GXnD5lHeanK","Nyeri Central","ptWVfaCIdVx","Nyeri","No Partner"
"H7UhEhDlhvD","21285","Githabai Dispensary","","il32x0l8U6u","Githabai Ward","RAnL5kBKMIt","Kinangop","mYZacFNIB3h","Nyandarua","No Partner"
"ONglAZfWqs0","20950","Githakwa Dispensary","","LDPAHGr7qUm","Dedan kimathi Ward","YT3tecc4atw","Tetu","ptWVfaCIdVx","Nyeri","No Partner"
"PcEkQKny0Gd","17253","Githambo Dispensary","","d0uIgkgHOaB","Murarandia Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"ltFpLKz6EC2","","Githebwini Dispensary","","WnEb4RUZg21","Mugumo-ini Ward","Z7ALMtFNfeZ","Gatanga","ahwTMNAJvrL","Muranga","No Partner"
"oUROhsAxbJE","23556","Githiga Dispensary","","lJIdDl7HaCT","Kanyenya-ini Ward","U9CLTNIwehR","Kangema","ahwTMNAJvrL","Muranga","No Partner"
"XXuzcQzWwpx","17401","Githiga Private Medical Clinic","","aR3qJ3GyWeP","Nyanduma Ward","nCziQtZ49jj","Lari","qKzosKQPl6G","Kiambu","No Partner"
"l7RRXDS1pbv","22672","Githima Dispensary","","rGu0Fh2c3kI","Konyu Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"EgSC5KLwfwN","19968","Githima Dispensary","","Tqs3YLWw30B","Komothai Ward","E7tkGikenbD","Githunguri","qKzosKQPl6G","Kiambu","No Partner"
"i979WT12Mf5","","Githima Health Clinic","","t7COLdUthus","Gatuanyaga Ward","YZAZ1a9MIvX","Thika Town","qKzosKQPl6G","Kiambu","No Partner"
"dD7pwnNjXuq","17424","Githima Medical Clinic","","Tqs3YLWw30B","Komothai Ward","E7tkGikenbD","Githunguri","qKzosKQPl6G","Kiambu","No Partner"
"MgCth6rPmHG","21249","Githuchi Dispensary","","GpddBXmXl2i","Umande Ward","pF6qPMIlHte","Laikipia East","xuFdFy6t9AH","Laikipia","No Partner"
"tJ1uLbhIVum","23553","Githunguri Dispensary","","Mdn0FWVc1MX","Muguru Ward","U9CLTNIwehR","Kangema","ahwTMNAJvrL","Muranga","No Partner"
"bXLB3ZQDFQa","","Githurai Health Care Medical Clinic","","PN1D8Nm8ufZ","Kiuu Ward","TPRNJqSm4lK","Ruiru","qKzosKQPl6G","Kiambu","No Partner"
"qYNEnVwjVVr","23335","Githuya  Dispensary","","pjBltTaHYUz","Ichagaki Ward","l46g2PZUjoh","Muranga South","ahwTMNAJvrL","Muranga","No Partner"
"rjds3Jj4nfX","","Gitima-ini Dispensary","","AZOhKeOxHR7","Magutu Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"DOAYQQoOT0O","23767","Gitiri Community Dispensary","","F0uYRw2XYg5","Kariara Ward","Z7ALMtFNfeZ","Gatanga","ahwTMNAJvrL","Muranga","No Partner"
"BZSf8R1iMRj","17259","Gitithia Dispensary","","NfJb3vThwG5","Lari/kirenga Ward","nCziQtZ49jj","Lari","qKzosKQPl6G","Kiambu","No Partner"
"xIrVFUsVLbR","20563","Gitogoto Dispensary","","vGpXQ5hFNmS","Magumoni Ward","JmE1qRVQD4F","Chuka","T4urHM47nlm","Tharaka Nithi","No Partner"
"LR3tTMOjg7J","18147","Gitombani Dispensary","","yQ9Js5EZ61q","Chogoria Ward","wQ8XjZ7zVwL","Mwimbi","T4urHM47nlm","Tharaka Nithi","No Partner"
"J05GfbGgAb7","17837","Gituamba Community Dispensary","","vR89p0TyICU","Gituamba Ward","HEsM6W2ImQR","Gatundu North","qKzosKQPl6G","Kiambu","No Partner"
"iJawbrhepIT","","Gituamba Dispensary","","v5Uz1hZEGu3","Kakuzi/mitubiri Ward","Z7ALMtFNfeZ","Gatanga","ahwTMNAJvrL","Muranga","No Partner"
"T8WnSVmrDxF","20643","Gituamba Mathore Dispensary","","NfJb3vThwG5","Lari/kirenga Ward","nCziQtZ49jj","Lari","qKzosKQPl6G","Kiambu","No Partner"
"v9USm2ffjcr","23555","Gitugu Dispensary","","lJIdDl7HaCT","Kanyenya-ini Ward","U9CLTNIwehR","Kangema","ahwTMNAJvrL","Muranga","No Partner"
"SW9e8ABN934","","Gitui Catholic","","EVc3FnW4kcm","Mugoiri Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"L4BZmlX3wMv","22610","Gitunduti Medical Clinic","","AZOhKeOxHR7","Magutu Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"Jsusjdxe8YK","17423","Gitura Dispensary","","qNMJbWjRI45","Kagundu-ini Ward","gwYTo0wITYX","Kandara","ahwTMNAJvrL","Muranga","No Partner"
"xTpaxY6vcqw","17408","Gitura Dispensary","","cCF3yJfJOvA","Maua Ward","wtuGWT7KjVm","Igembe South","Y52XNJ50hYb","Meru","No Partner"
"S1wCQfiVuTd","22847","GITURA DISPNSARY","","JwFjLbUSxbO","Kabazi Ward","zQEuNRaPYgE","Subukia","ob6SxuRcqU4","Nakuru","No Partner"
"E8oBZM3n8cY","18962","Gituru Dispensary","","WE5SA6SLnRY","Ruchu Ward","gwYTo0wITYX","Kandara","ahwTMNAJvrL","Muranga","Afya Kamilisha"
"IbNjZ0Mi5PN","20722","GK Prison Dispensary-Makueni","","MGxM50hGFBS","Wote Ward","AIGIQpolMRn","Makueni","BoDytkJQ4Qi","Makueni","No Partner"
"aEyBjqE1A2p","23606","GK Prison Dispensary Medium (Garissa)","","sxXb2Lcz396","Iftin Ward","lQkHbTC1iRg","Garissa","uyOrcHZBpW0","Garissa","No Partner"
"xYVh11058m8","17728","GK Prison Dispensary (Migori)","","QAxizS8H0d7","Suna central Ward","nHEr5EciFh0","Suna East","fVra3Pwta0Q","Migori","No Partner"
"bXLbJWoxw1d","23625","G.K Prison Dispensary Yatta","","LELK9LZb2qR","Kithimani Ward","CeukNtGhW7J","Yatta","yhCUgGcCcOo","Machakos","No Partner"
"g7xqdKIgNEW","18616","GK Prisons Medium Dispensary","","D2NqKgPvDTJ","Kapkugerwet Ward","GshNTMZJ5r1","Ainamoi","ihZsJ8alvtb","Kericho","No Partner"
"OKVs6Ik2J3q","17972","Glaisa Medical Clinic","","b7xmixlTNYm","Karau Ward","Lm9RMwhIu3G","Olkalou","mYZacFNIB3h","Nyandarua","No Partner"
"YGTBDdMQ9vr","20533","Globe Medical Centre","","xzY6X2bhxaT","Kiritta Ward","EESGLsSLTqH","Ndaragwa","mYZacFNIB3h","Nyandarua","No Partner"
"ywThxVHkXfr","","Glofem Medical Clinic","","IEBWo4HwEfq","Maralal Ward","EmQRGVtvWy3","Samburu Central","o36zCRjSd4G","Samburu","No Partner"
"uMEdVftX1tf","","Glorious Medical Clinic","","hi7bKqPsdhE","Mtopanga Ward","C1hO6wNOgrH","Kisauni","wsBsC6gjHvn","Mombasa","No Partner"
"vZIKWRMZcMS","19938","Glory CFW  Clinic","","jlthZ0Rz41H","Karumandi Ward","yOaHQLOLd1H","Kirinyaga East","Ulj33KBau7V","Kirinyaga","No Partner"
"Vx2cKs1FhBg","18613","Glory Health Clinic","","PTKcICD0k31","Riruta Ward","sqNWYDHZZ6W","Dagoretti South","jkG3zaihdSs","Nairobi","No Partner"
"yY4gYTblNzC","21397","Glory Medical Centre","","xzY6X2bhxaT","Kiritta Ward","EESGLsSLTqH","Ndaragwa","mYZacFNIB3h","Nyandarua","No Partner"
"r8y6KAVCAhC","20286","Glory Medical Clinic (Gilgil)","","xK7G5Lg2CEW","Gilgil Ward","hBU8B1KI12P","Gilgil","ob6SxuRcqU4","Nakuru","No Partner"
"fP4mwhG91Ja","17037","Glory Ministry Medical Clinic","","obOP2eWg8EX","Subukia Ward","zQEuNRaPYgE","Subukia","ob6SxuRcqU4","Nakuru","No Partner"
"hl6iq45XKPQ","18282","Glovnet VCT","","Ao5e4mVaq7w","Maringo/hamza Ward","wwROy3Qkwin","Makadara","jkG3zaihdSs","Nairobi","No Partner"
"aqPDo2vrSqN","21930","GOD'S Favour CNS","","AO0q4JiVIMz","Wamagana Ward","YT3tecc4atw","Tetu","ptWVfaCIdVx","Nyeri","No Partner"
"LZzZRbwXUTX","21466","God's Favour Medical Centre","","RSps1nz09HH","Elementaita Ward","hBU8B1KI12P","Gilgil","ob6SxuRcqU4","Nakuru","No Partner"
"fogDlL82GID","","God's Will Clinic","","wZh1OhsZAK2","Central ward","kMSLkN4nsRl","Runyenjes","PFu8alU2KWG","Embu","No Partner"
"P7SlMYdD0xp","","Gogoni Medical Clinic","","nsigtOm8lE7","Gongoni Ward","KMWrMZrlO5u","Magarini","nrI2khZx3d0","Kilifi","No Partner"
"kxnXqgLyy81","20131","Goldenlife Medical Centre Naivasha","","xbHueeSJ4j8","Lake view Ward","yZJJPoSGhY6","Naivasha","ob6SxuRcqU4","Nakuru","No Partner"
"P0NgegX5uEG","23412","Goldstar Drop In Centre","","kKIgRAJckI3","Shella Ward","lGg3wEy784X","Malindi","nrI2khZx3d0","Kilifi","No Partner"
"P84C31g6kIl","22347","Gomba Medical Clinic","","dHlamDlw0NG","Bofu Ward","iy93Mmi73Or","Likoni","wsBsC6gjHvn","Mombasa","No Partner"
"ZnCBjKmnr8c","21518","Gombe Dispensary","","CRBP2g6KqWH","South Sakwa Ward","JNvqpOnKfGR","Bondo","u4t9H8XyU9P","Siaya","No Partner"
"AaBbbzG8b0S","23340","Goodlife Medical Centre Kambu","","wFxBj0Hldme","Ivingoni/Nzambani Ward","ZhhyithPNoI","Kibwezi East","BoDytkJQ4Qi","Makueni","No Partner"
"Dis7AHWeZ0R","","Good Neighbours Medical Clinic","","KhxCmDKgYMT","Dandora area ii Ward","SSz1iOv28Jk","Embakasi North","jkG3zaihdSs","Nairobi","No Partner"
"kG1MVBk2jrq","19913","Good Samaritan Medical Clinic","","NFNF57gkxbf","Githunguri Ward","E7tkGikenbD","Githunguri","qKzosKQPl6G","Kiambu","No Partner"
"ww7M1gmPdY1","18241","Good Samaritan Medical Clinic","","Gf7UYKPruI2","Gitothua Ward","TPRNJqSm4lK","Ruiru","qKzosKQPl6G","Kiambu","No Partner"
"cfRcTDkaUMx","23890","Good Shepherd , Gikoe","","UgrVrVp78rA","Gitugi Ward","u7Gkh63FYe4","Mathioya","ahwTMNAJvrL","Muranga","No Partner"
"bXFPC22CGnP","22159","Good Shepherd Medical Clinic","","vviGMt93opf","Kathiani central Ward","iCey76HYgLP","Kathiani","yhCUgGcCcOo","Machakos","No Partner"
"XSAZktTODe0","21289","Good shepherd medical clinic","","tM4Bmyj48cN","Silibwet township Ward","m9gdonbVXjZ","Bomet Central","HMNARUV2CW4","Bomet","No Partner"
"xdrpx0Lyil3","","Good Will Medical Clinic","","xcOIxh5GkD7","Kangundo central Ward","vMPhBuymSKt","Kangundo","yhCUgGcCcOo","Machakos","No Partner"
"HOVVPxBgRbj","17836","Goodwill Medical Clinic","","sJ50zpy9iBV","Menengai Ward","FBJ9Y11esHS","Nakuru East","ob6SxuRcqU4","Nakuru","No Partner"
"XlWkXi5IeMS","20959","Gosebe Dispensary","","Y9n3cjtnU4R","Gokeharaka/getambwega Ward","THm2tCJa2ZQ","Kuria East","fVra3Pwta0Q","Migori","No Partner"
"BG3nuIFPVic","22607","Goshen M/C","","AZOhKeOxHR7","Magutu Ward","vznKK4IegIL","Mathira East","ptWVfaCIdVx","Nyeri","No Partner"
"QPZ9f0CtO2r","21792","Got Koyembe Dispensary","","hMo6PZnvQqb","South east alego Ward","Cu46otDi1RO","Alego Usonga","u4t9H8XyU9P","Siaya","No Partner"
"dflOe2CKktL","21515","Got Winyo","","uid3Vo2PCsW","West Sakwa Ward","JNvqpOnKfGR","Bondo","u4t9H8XyU9P","Siaya","No Partner"
"JsYwJYhccKp","21946","Gozani Dispensary","","QEGPqON6Zcj","Puma Ward","LOgbecTRkbp","Kinango","N7YETT3A9r1","Kwale","No Partner"
"dRlvJ9a1bpn","","Grace and Compassionate Home","","xMPuIHmGdYe","Bukhayo west Ward","tvkI2HSIRW9","Matayos","Tvf1zgVZ0K4","Busia","No Partner"
"vg1Ben9IARc","22484","Graceheal Health Care","","rb2nGblpg8l","Kihingo Ward","gSJXzH1DM75","Njoro","ob6SxuRcqU4","Nakuru","No Partner"
"Bou0s5L5qz9","22346","Grace Home Clinic Banana","","eCWu3IedbJm","Karuri Ward","oMaQgNIs85x","Kiambaa","qKzosKQPl6G","Kiambu","No Partner"
"KMThS9RKTb9","17070","Grace Medical Care Centre","","thvW4MLkf3E","Marakaru/Tuuti Ward","CUjthlounWV","Kanduyi","KGHhQ5GLd4k","Bungoma","No Partner"
"cUhRF8XLO7L","18489","Grace Medical Centre","","p5Z6myFYERX","Kipsonoi Ward","KyuSYunELJI","Sotik","HMNARUV2CW4","Bomet","No Partner"
"zPp0JDaNPBc","18288","Grace Medical Clinic","","tIVOumb0Lh1","Mitunguu Ward","AFIlzKNxXST","Imenti South","Y52XNJ50hYb","Meru","No Partner"
"lGj9t1ozZ30","23601","Grace Medical clinic Kamuwongo","","WJLrTzwzXNb","Kyuso Ward","KXM9VnhuLfP","Mwingi North","j8o6iO4Njsi","Kitui","No Partner"
"mvzVhIZFzBC","20917","Gracious Day Medical Centre(Tala)","","fEYm1lDe2ES","Tala Ward","GnixPSqaV6D","Matungulu","yhCUgGcCcOo","Machakos","No Partner"
"YwNNF2PBc5H","20946","Gram's Medical Clinic","","ZD3ThdrdoTN","Luanda township Ward","lkYdgjRSOoE","Luanda","sANMZ3lpqGs","Vihiga","No Partner"
"iOhHYsBaP3Z","23229","Grawin Medical Clinic","","DwOhEdMGpB7","Limuru Central Ward","xhVi71INcFs","Limuru","qKzosKQPl6G","Kiambu","No Partner"
"gFy0h8lquMs","19895","Green Cross Clinic","","sFC62axqvzl","Laini saba Ward","LO5he3DtiFG","Kibra","jkG3zaihdSs","Nairobi","No Partner"
"u7WD0kio2li","23914","Green Gate Medical Centre","","NQ4XWNy3RM0","Ndenderu Ward","oMaQgNIs85x","Kiambaa","qKzosKQPl6G","Kiambu","No Partner"
"d7REcSgw8n9","21756","Green Park Health Care","","QfHPo7H918V","Shimo La Tewa Ward","xWAZBULwGxp","Kilifi South","nrI2khZx3d0","Kilifi","No Partner"
"vH4EIxUQ2AN","23527","Greenspan Medical Centre","","IqDql8D0FEF","Mavuria Ward","AvnM6jKoocs","Mbeere South","PFu8alU2KWG","Embu","No Partner"
"VJrq2ZoA12x","18740","Green Valley Clinic","","HxODkmO42Nw","West bunyore Ward","Lpy789vqRC6","Emuhaya","sANMZ3lpqGs","Vihiga","No Partner"
"CVLB2k0Djlp","22535","Green View MC","","rb2nGblpg8l","Kihingo Ward","gSJXzH1DM75","Njoro","ob6SxuRcqU4","Nakuru","No Partner"
"mPB5WBBOvKp","20217","Greenview Medical Centre","","BA2zKL0pmeI","Biashara Ward","FBJ9Y11esHS","Nakuru East","ob6SxuRcqU4","Nakuru","No Partner"
"CctsHfr4MXU","23271","Guardian Family Care Likuyani","","bWhvWmGfQqn","Nzoia Ward","wMv0s3U2nnG","Likuyani","BjC1xL40gHo","Kakamega","No Partner"
"VHbLbafZC0N","23063","Guardian Medical Services","","dnLaU3RrCnp","Mwihoko Ward","TPRNJqSm4lK","Ruiru","qKzosKQPl6G","Kiambu","No Partner"
"DyIqsHhjfaL","21948","Gulanze Dispesary","","YZvux1SW3bs","Ndavaya Ward","LOgbecTRkbp","Kinango","N7YETT3A9r1","Kwale","No Partner"
"qIDnFa9r74A","23230","Gulumse Dental Clinic","","iBuXrh8ESS2","Ukunda Ward","ADMywdLwoRX","Msambweni","N7YETT3A9r1","Kwale","No Partner"
"pd3i5ar8Hpb","20709","Gunana Dispensary","","BtTdA2pR73q","Sarman Ward","fmNokBURXjM","Tarbaj","CeLsrJOH0g9","Wajir","No Partner"
"aV6bPSP3SAz","20603","Gurumesa Dispensary","","kHOR6vEvDdY","Moyale township Ward","sZjPgbWI5ra","Moyale","Eey8fT4Im3y","Marsabit","No Partner"
"r1ehc07JKNG","17007","Guticha Dispensary","","A4Ko5vFs83F","Guticha Ward","jrm0uyLXnC1","Mandera North","R6f9znhg37c","Mandera","No Partner"
"CFHeD5NNtfZ","19205","Gynocare Centre Maternity","","H9e1tEercdW","Kapsoya Ward","mYlMs4xTj82","Ainabkoi","pZqQRRW7PHP","Uasin Gishu","AMPATH Plus"
"MQNJWWnXp35","22815","Gynocare womens &fistula hospital","","GCgCUcOL0Mz","Huruma Ward","KuprsuBe1l0","Turbo","pZqQRRW7PHP","Uasin Gishu","No Partner"
"rWpJLyNn6BJ","21825","Hadley dispensary","","pSar0ObQa6I","Saka Ward","FGBNPr91pXH","Balambala","uyOrcHZBpW0","Garissa","No Partner"
"TJ1XC7INTvl","17336","Hagarbul Dispensary","","s9YsYYqvjAs","Dertu Ward","EW4Jw4dVWBt","Dadaab","uyOrcHZBpW0","Garissa","No Partner"
"Ac0FOrsobG3","21073","Hagarjarir Dispensary","","y8xlePXkWw3","Benane Ward","J69iWev2zwu","Lagdera","uyOrcHZBpW0","Garissa","No Partner"
"w4qbg4Eh8Ea","17149","Hakati Dispensary","","fKK4JksHULe","Bwiri Ward","NHRktMsAkO1","Samia","Tvf1zgVZ0K4","Busia","No Partner"
"hzH3Qn2DCnm","","Halane","","bvqz4r93cJm","Wagberi Ward","uov0yFMw9Qm","Wajir East","CeLsrJOH0g9","Wajir","No Partner"
"ItbYjGgxGbY","20710","Halane Dispensary","","bvqz4r93cJm","Wagberi Ward","uov0yFMw9Qm","Wajir East","CeLsrJOH0g9","Wajir","No Partner"
"HAgMvOxSPe8","","halifax","","BSHD4ORT4xu","Kiine Ward","A34NiI4rgnf","Kirinyaga West","Ulj33KBau7V","Kirinyaga","No Partner"
"dfoRa4lVxmq","","Hallmark Mlolongo","","TcWlRA6LpLB","Syokimau/mulolongo Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"mWR2tZ1Sho8","18801","Hamey Dispensary","","Iz7ISZHUk3Q","Damajale Ward","EW4Jw4dVWBt","Dadaab","uyOrcHZBpW0","Garissa","No Partner"
"QnQPGj70DwI","19970","Hamsadam Medical Clinic","","ZlcAxf7QN8c","Muthwani Ward","BxfsSc6Svrc","Athi River","yhCUgGcCcOo","Machakos","No Partner"
"RQiyqxziOzo","20715","Haraka Dispensary","","sDFNdNK4QJ8","Nyakio Ward","RAnL5kBKMIt","Kinangop","mYZacFNIB3h","Nyandarua","No Partner"
"X64YplThOjm","21491","Harambee Health Centre","","FdJzxSJbjk3","Kojwach Ward","BzFBYZhF5fx","Kabondo Kasipul","nK0A12Q7MvS","Homa Bay","No Partner"
"MuDUU0abFik","17354","Hargal Dispensary","","ua8MQfTav4q","Tarbaj Ward","fmNokBURXjM","Tarbaj","CeLsrJOH0g9","Wajir","No Partner"
"nxJZImTl9l6","8","Harmony medical centre","","b7xmixlTNYm","Karau Ward","Lm9RMwhIu3G","Olkalou","mYZacFNIB3h","Nyandarua","No Partner"
"jMASvYveXkK","19908","Harmony Medical Clinic","","KzqDLd1CVFQ","North gem Ward","PKeFksHlJkB","Gem","u4t9H8XyU9P","Siaya","No Partner"
"lmlz4GfS8rm","17078","Haroresa Dispensary","","OycKfvEFK77","Wayu Ward","A4SNYCxrrnv","Galole","JsH2bnvNt2d","Tana River","No Partner"
"ALs2UDD2vdG","20178","Havillan Medical Center","","RHwexebB7PD","Olkeri Ward","BLz1HkvvMkA","Kajiado North","Hsk1YV8kHkT","Kajiado","No Partner"
"li2d1is2Hhu","22117","Hayat Medical Clinic","","DR0BSs3eYeC","Pangani Ward","nKHlZyN0lt9","Starehe","jkG3zaihdSs","Nairobi","No Partner"
"P1gBWA790I7","23884","Healing Place medical centre","","X1eiwwCQwbI","Nabiswa Ward","pzZHpL2ueIn","Kiminini","mThvosEflAU","Trans Nzoia","No Partner"
"bNMRleHtiax","","Health Aid Chemist","","QhDd2LAuXAF","Parklands/highridge Ward","f1T0Ltob8VQ","Westlands","jkG3zaihdSs","Nairobi","No Partner"
"JxmJMnCwQRW","","HealthAid Kunda Street","","KJHG9zDp2UR","Nairobi central Ward","nKHlZyN0lt9","Starehe","jkG3zaihdSs","Nairobi","No Partner"
"T0EU2sbR4MX","17008","Health Bridge Medical Clinic","","cnOOaygI2G3","Takaba Ward","H5RvDZkoDJL","Mandera West","R6f9znhg37c","Mandera","No Partner"
"vwTirccKsBG","","Health Care Medical Centre","","K8rhUYNmJhw","Gaturi Ward","VDlzh6w4LKv","Kiharu","ahwTMNAJvrL","Muranga","No Partner"
"sDOiOE3ONLb","","Health Choice Medical clinic","","xPtYtS4uaVJ","Kirimukuyu Ward","msIc1uFAY6B","Mathira West","ptWVfaCIdVx","Nyeri","No Partner"
"SJ65JqGSWrv","18278","Healthways Medical Centre","","ZWRytukDvQ7","South C Ward","aTGYlhEw2Xx","Langata","jkG3zaihdSs","Nairobi","No Partner"
"eupj9M2IEti","22773","Heartlands medical clinic","","MAdyJPs0RUr","Narok town Ward","fNROL0qm8De","Narok North","kqJ83J2D72s","Narok","No Partner"
"G05g3gxW0WH","19813","Hebron Cfw Clinic","","Gsl9Z7f1kbX","Nyangati Ward","jHmpQUlnkQk","Kirinyaga South","Ulj33KBau7V","Kirinyaga","No Partner"
"GDg2KfxDnbk","20093","Hekima HTC Center","","EFFhTqzNEYT","Tagare Ward","jtBjNpL9FXS","Kuria West","fVra3Pwta0Q","Migori","No Partner"
"SI7CswqEMNV","22869","Helmon Clinical Services","","Cqn7anNruE5","Kalimoni Ward","aiqi2bz0IMI","Juja","qKzosKQPl6G","Kiambu","No Partner"
"yKcsWlrtjiA","18373","Helpers of Mary Dispensary","","pfFWXloU0jC","Barut Ward","KTayLusaU5I","Nakuru West","ob6SxuRcqU4","Nakuru","No Partner"
"WtTdXrj02qv","19605","Heri Medical Clinic Bombolulu","","XhBDUNeFqF6","Ziwa la ng'ombe Ward","sr8WEz03EnP","Nyali","wsBsC6gjHvn","Mombasa","No Partner"
"LXwMeCrKLoZ","17364","Heritage Medical Clinic","","LSpZcRA9tgp","Muguga Ward","lb5LzWiUX8Y","Kabete","qKzosKQPl6G","Kiambu","No Partner"
"gerQJqBCG4F","19955","Heri Tana Medical Clinic","","dckG5TO7hf8","Garsen south Ward","Lj0mu9j58Ss","Garsen","JsH2bnvNt2d","Tana River","No Partner"
"nKryoYIYgDW","21295","Heri Wema Health Centre (Ruai)","","wskDg8KQ0v3","Ruai Ward","FoqzDgIByL6","Kasarani","jkG3zaihdSs","Nairobi","No Partner"
"XabIVCngS24","18445","Hesed Clinic Masiro","","XIgwnIXyBx0","East ugenya Ward","InECuIlzJGx","Ugenya","u4t9H8XyU9P","Siaya","No Partner"
